Commodity,Year,Attribute,Value,Notes
Frozen fruit (fresh-weight equivalent): Per capita availability,2021,Berries-Strawberries-Pounds,1.895844931,
Frozen fruit (fresh-weight equivalent): Per capita availability,1970,Berries-Other berries-Pounds,0.071718393,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1971,Berries-Other berries-Pounds,0.081796775,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1972,Berries-Other berries-Pounds,0.070606396,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1973,Berries-Other berries-Pounds,0.05325871,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1974,Berries-Other berries-Pounds,0.050642027,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1975,Berries-Other berries-Pounds,0.043811032,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1976,Berries-Other berries-Pounds,0.055422295,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1977,Berries-Other berries-Pounds,0.04140956,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1978,Berries-Other berries-Pounds,0.051728553,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1979,Berries-Other berries-Pounds,0.033938371,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1980,Berries-Other berries-Pounds,0.032038502,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1981,Berries-Other berries-Pounds,0.026273449,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1982,Berries-Other berries-Pounds,0.02700398,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1983,Berries-Other berries-Pounds,0.044275246,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1984,Berries-Other berries-Pounds,0.023152301,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1985,Berries-Other berries-Pounds,0.019122223,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1986,Berries-Other berries-Pounds,0.031265193,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1987,Berries-Other berries-Pounds,0.019719609,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1988,Berries-Other berries-Pounds,0.040478163,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1989,Berries-Other berries-Pounds,0.036872023,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1990,Berries-Other berries-Pounds,0.038739546,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1991,Berries-Other berries-Pounds,0.045421373,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1992,Berries-Other berries-Pounds,0.026031126,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1993,Berries-Other berries-Pounds,0.01138883,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1994,Berries-Other berries-Pounds,0.01478249,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1995,Berries-Other berries-Pounds,0.015841115,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1996,Berries-Other berries-Pounds,0.043288945,
Frozen fruit (fresh-weight equivalent): Per capita availability,1997,Berries-Other berries-Pounds,0.028797415,
Frozen fruit (fresh-weight equivalent): Per capita availability,1998,Berries-Other berries-Pounds,0.002031328,
Frozen fruit (fresh-weight equivalent): Per capita availability,1999,Berries-Other berries-Pounds,0.011654494,
Frozen fruit (fresh-weight equivalent): Per capita availability,2000,Berries-Other berries-Pounds,0.032420993,
Frozen fruit (fresh-weight equivalent): Per capita availability,2001,Berries-Other berries-Pounds,0.005146192,
Frozen fruit (fresh-weight equivalent): Per capita availability,2002,Berries-Other berries-Pounds,0.005244474,
Frozen fruit (fresh-weight equivalent): Per capita availability,2003,Berries-Other berries-Pounds,0.032217992,
Frozen fruit (fresh-weight equivalent): Per capita availability,2004,Berries-Other berries-Pounds,0.033561378,
Frozen fruit (fresh-weight equivalent): Per capita availability,2005,Berries-Other berries-Pounds,0.04244916,
Frozen fruit (fresh-weight equivalent): Per capita availability,2006,Berries-Other berries-Pounds,0.069270016,
Frozen fruit (fresh-weight equivalent): Per capita availability,2007,Berries-Other berries-Pounds,0.049918323,
Frozen fruit (fresh-weight equivalent): Per capita availability,2008,Berries-Other berries-Pounds,0.044261373,
Frozen fruit (fresh-weight equivalent): Per capita availability,2009,Berries-Other berries-Pounds,0.058566376,
Frozen fruit (fresh-weight equivalent): Per capita availability,2010,Berries-Other berries-Pounds,0.069752696,
Frozen fruit (fresh-weight equivalent): Per capita availability,2011,Berries-Other berries-Pounds,0.081920891,
Frozen fruit (fresh-weight equivalent): Per capita availability,2012,Berries-Other berries-Pounds,0.066302503,
Frozen fruit (fresh-weight equivalent): Per capita availability,2013,Berries-Other berries-Pounds,0.051888432,
Frozen fruit (fresh-weight equivalent): Per capita availability,2014,Berries-Other berries-Pounds,0.109399544,
Frozen fruit (fresh-weight equivalent): Per capita availability,2015,Berries-Other berries-Pounds,0.111529073,
Frozen fruit (fresh-weight equivalent): Per capita availability,2016,Berries-Other berries-Pounds,0.093010549,
Frozen fruit (fresh-weight equivalent): Per capita availability,2017,Berries-Other berries-Pounds,0.07942919,
Frozen fruit (fresh-weight equivalent): Per capita availability,2018,Berries-Other berries-Pounds,0.064340688,"Beginning 2018 crop year, USDA, National Agricultural Statistics Service discontinued reporting domestic production for boysenberries."
Frozen fruit (fresh-weight equivalent): Per capita availability,2019,Berries-Other berries-Pounds,0.066062578,"Beginning 2018 crop year, USDA, National Agricultural Statistics Service discontinued reporting domestic production for boysenberries."
Frozen fruit (fresh-weight equivalent): Per capita availability,2020,Berries-Other berries-Pounds,0.083189401,"Beginning 2018 crop year, USDA, National Agricultural Statistics Service discontinued reporting domestic production for boysenberries."
Frozen fruit (fresh-weight equivalent): Per capita availability,2021,Berries-Other berries-Pounds,0.091657095,"Beginning 2018 crop year, USDA, National Agricultural Statistics Service discontinued reporting domestic production for boysenberries."
Frozen fruit (fresh-weight equivalent): Per capita availability,1970,Berries-Total berries-Pounds,1.739909877,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1971,Berries-Total berries-Pounds,1.873043085,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1972,Berries-Total berries-Pounds,1.671513511,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1973,Berries-Total berries-Pounds,1.502668598,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1974,Berries-Total berries-Pounds,1.413786976,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1975,Berries-Total berries-Pounds,1.646900307,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1976,Berries-Total berries-Pounds,1.550792304,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1977,Berries-Total berries-Pounds,1.489840582,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1978,Berries-Total berries-Pounds,1.543468787,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1979,Berries-Total berries-Pounds,1.394725734,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1980,Berries-Total berries-Pounds,1.551615011,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1981,Berries-Total berries-Pounds,1.487696529,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1982,Berries-Total berries-Pounds,1.360792289,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1983,Berries-Total berries-Pounds,1.359042538,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1984,Berries-Total berries-Pounds,1.456337519,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1985,Berries-Total berries-Pounds,1.443137722,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1986,Berries-Total berries-Pounds,1.675818349,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1987,Berries-Total berries-Pounds,1.57020169,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1988,Berries-Total berries-Pounds,1.676194866,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
